label,text
inform,moderate
reqalts,how about indian food
request,what is the address phone number and price range
inform,im looking for a restaurant in the south part of town
inform,indian food
request,address
request,phone number
null,does do you know anyone who serves um
request,area
inform,south part of town
inform,um modern european food
inform,uh it doesnt matter
inform,expensive
affirm,right
repeat,could you repeat that
inform,spanish
inform,what about other areas
affirm,right
reqalts,anything else
thankyou,uh thank you good bye
ack,okay um
thankyou,thank you goodbye
inform,i dont care
inform,cheap
request,address
inform,its a restaurant in the south of town that serves italian food
inform,um anything else
request,phone number
request,whats its number
null,noise
inform,i am looking for persian food please
request,can i have the phone number
request,what is the phone number
reqalts,okay is there any portuguese food
inform,doesnt matter
request,price range
inform,venetian
inform,east
inform,i dont care
affirm,yes
affirm,yes
inform,expensive restaurant east part of town
request,whats the address
inform,im looking for something serves japanese food
request,what is the address
inform,any part of town
inform,i dont care
inform,c h e a p cheap
request,what is the phone number
inform,i dont care
reqalts,how about british food
inform,it doesnt matter
reqalts,how about british food
reqalts,how about asian food
inform,i need a restaurant serving modern european food
thankyou,thank you good bye
reqalts,how about indians
null,can you hear me
request,phone number
reqalts,anything else
inform,im looking for a moderately priced restaurant in the north part of town
request,phone number
null,sil
request,what type of food
hello,hello and welcome to the cambridge
inform,anything
reqalts,how about vietnamese
inform,i want a modern european
thankyou,thank you good bye
null,sil
inform,i dont care the center part of town
request,post code
request,address
thankyou,thank you good bye
confirm,okay is it moderately priced
thankyou,thank you goodbye
null,unintelligible
null,noise
request,can i have the address
request,can i have the address of the venue
request,what is the signature dish
inform,center
request,whats the address
request,phone number
inform,north
request,address
thankyou,thank you good bye
reqalts,anything else
request,phone number
request,address
request,can i have the phone number
inform,north american food
thankyou,thank you goodbye
inform,any
request,whats their phone number
inform,im looking for a restaurant that serves unintelligible food
request,and the post code
request,what type of food does it serve
request,what is the phone number
request,whats the price range
inform,im looking for a moderately priced restaurant that serves
inform,isian food
request,can i get the phone number
inform,im looking for polynesian food
request,what is their phone number
request,phone number
inform,german food
reqalts,what about portuguese
request,phone number
inform,modern euorpean
request,what is the golden woks address
request,what is the address and phone number
null,noise
reqalts,um how about italian food
reqalts,uh how about moderately priced
request,whats the address
thankyou,thank you good bye
inform,i dont care
affirm,yes
inform,south
inform,moderately priced restaurant in the south part of town
null,um how about
inform,unintelligible food
null,unintelligible
request,what is the address and phone number
inform,cheap
reqalts,anything else
request,what is the address and phone number
inform,and it should be in the south part of town
inform,doesnt matter
inform,cheap restaurant
request,whats the phone number
inform,mediterranean
inform,french food
inform,um it doesnt matter
request,whats the phone number
inform,thai food
request,what is their post code
null,breathing
reqalts,how about vietnamese
request,and phone number
affirm,ah yes that serves french food
inform,im looking for a restaurant serving french food
affirm,yes
inform,i dont care
request,and the phone number
request,phone number
request,whats the address
reqalts,uh okay how about indian food in the east part of town
inform,any thing
inform,corsica food
repeat,repeat that
request,whats the price range
request,what type of food
reqalts,how about chinese
request,what kind of food
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive
null,7:30
request,the area
inform,cheap restaurant
inform,dont care
inform,restaurant there
affirm,yes
thankyou,thank you good bye
request,whats the address
inform,id like a restaurant in the north part of town serving indian food
null,background_speech
inform,im looking for a restaurant that serves bistro food in the center of
null,sil
reqalts,what about french food
inform,turkish food
reqalts,how about french food
inform,can i get a moderately priced restaurant in the north
inform,indonesian food
inform,cheap restaurant
request,uh price range
inform,west part of town moderately priced
inform,asian oriental
thankyou,thank you good bye
inform,um dont care
reqalts,how about mediterranean food
null,sil
inform,any
request,whats the address
